0.2667,-0.0938649,2.07817
0.243477,-0.356289,1.18214
0.237281,-0.358544,1.18886
0.255724,-0.467689,1.65527
0.231966,-0.415218,1.46097
0.233372,-0.296328,1.29047
0.313202,-0.0930072,0.423168
-0.552741,-0.469109,0.673199
-0.221509,-0.460096,0.967778
-0.233275,-0.421342,0.922902
-0.248399,-0.529349,1.17279
-0.220534,-0.455907,1.00752
-0.220003,-0.396566,0.823004
-0.280221,-0.44752,0.970225
-0.249843,-0.433111,0.946309
-0.318826,-0.443027,0.942715
-0.130607,-0.483801,0.783611
-0.190598,-0.475439,0.761337
-0.197775,-0.486373,0.830705
-0.39169,-0.0192058,0.56769
-0.371611,-0.211944,0.531819
-0.35667,-0.184566,0.507576
-0.450841,-0.253894,0.797637
-0.374971,-0.190293,0.590476
-0.343656,-0.178349,0.545676
-0.389169,-0.186734,0.59529
-0.501462,-0.243866,0.776886
-0.354893,-0.245392,0.634182
-0.380654,-0.220105,0.562784
-0.395835,-0.287704,0.763722
-0.487121,-0.245653,0.979852
-0.393101,-0.326679,1.01272
-0.484701,-0.409001,1.23977
-0.217504,-0.354098,1.19427
-0.479986,-0.104407,1.24018
-0.527177,-0.0102061,1.20491
-0.470702,-0.281906,1.68233
-0.417701,-0.267563,1.50344
-0.482771,-0.166316,1.37339
-0.530182,-0.169557,1.45237
-0.485914,-0.0211998,2.12208
-0.373666,-0.0928058,0.382546
-0.348138,-0.0892069,0.356173
-0.370414,-0.142213,0.517812
-0.359491,-0.142766,0.506389
-0.433036,-0.291003,0.817263
-0.425143,-0.275101,0.805603
-0.482915,-0.339051,0.909361
-0.377535,-0.270845,0.709283
-0.497676,-0.232263,0.788121
-0.465334,-0.223721,0.735625
-0.43055,-0.202252,0.668632
-0.341071,-0.174547,0.529001
-0.328045,-0.170796,0.505775
-0.428597,-0.239836,0.735702
-0.434758,-0.240119,0.732499
-0.399671,-0.236339,0.704935
-0.455155,-0.251041,0.782784
-0.335588,-0.177221,0.47686
-0.319851,-0.162992,0.457942
-0.354993,-0.194086,0.510046
-0.314723,-0.172515,0.445743
-0.321518,-0.0205394,0.370012
-0.523149,-0.0389991,0.897202
-0.321256,-0.0643786,0.380512
-0.20497,-0.401219,0.629114
-0.206602,-0.414019,0.654121
-0.177669,-0.438153,0.735945
-0.152965,-0.621315,1.01441
-0.303366,-0.437332,0.935461
-0.341186,-0.453198,1.01376
-0.432591,-0.565391,1.24678
-0.293935,-0.408985,0.917928
-0.348939,-0.539247,1.16097
-0.350228,-0.39823,1.0728
-0.36171,-0.423965,1.13056
-0.284846,-0.463871,0.854146
-0.26708,-0.445299,0.784171
-0.289721,-0.468903,1.23306
-0.223574,-0.419738,1.06877
-0.287703,-0.516651,1.31841
-0.243958,-0.460704,0.960825
-0.303122,-0.295209,0.430533
-0.337549,-0.252444,0.523857
-0.321302,-0.233099,0.46892
-0.40512,-0.242867,0.602622
-0.338699,-0.202091,0.475939
-0.340248,-0.200595,0.485144
-0.287758,-0.238638,0.415111
-0.334095,-0.281578,0.493543
0.376564,-0.0186055,0.620255
0.251115,-0.305959,1.39193
0.214385,-0.247606,1.09588
0.269927,-0.297853,1.59413
0.280392,-0.280569,1.3089
0.246346,-0.265719,1.27676
0.29022,-0.323946,1.55502
0.250844,-0.424026,1.52293
0.332574,-0.219729,1.50236
0.313977,-0.216091,1.4176
0.191585,-0.399793,0.97143
0.210976,-0.469739,1.13258
0.118981,-0.485643,1.16264
0.108449,-0.444521,1.03505
0.104646,-0.44702,1.12236
0.150334,-0.526618,1.00918
0.202141,-0.472201,0.846724
0.130675,-0.309056,0.545807
0.19468,-0.482718,0.854831
0.0963376,-0.219127,0.391788
0.164577,-0.407761,0.730803
0.160946,-0.367263,0.788965
0.195043,-0.479547,1.02214
0.167816,-0.432147,0.86239
0.0586398,-0.562612,1.07237
-0.474078,0.182218,1.04019
-0.320155,-0.24312,0.6009
-0.355974,-0.225456,0.529077
-0.282088,-0.454437,0.826882
-0.377736,-0.494383,1.2791
0.234424,-0.351133,1.46595
-0.31435,-0.471689,1.23206
-0.400574,-0.151397,0.485001
-0.420589,0.00220214,1.50233
-0.0999358,0.173857,1.57994
-0.117579,0.180597,1.64605
-0.0172577,0.185289,1.67944
-0.0241374,0.199405,1.95317
-0.115364,0.221402,1.44324
-0.152239,0.323996,1.89979
-0.112919,0.190801,1.25487
-0.333067,0.0994761,1.76226
-0.481876,0.312015,1.23268
0.642395,0.0765504,1.8941
0.319621,0.0361608,0.948769
0.348286,0.0342665,1.10606
0.59563,0.0511541,1.89612
0.418219,0.0750863,1.32679
0.42721,0.0601132,1.31956
0.33101,0.0320932,1.00162
0.55258,0.047953,1.61952
0.275921,0.00535858,0.378388
0.337493,0.0878443,0.6385
-0.397693,0.269536,1.03459
-0.364841,0.198714,0.712821
-0.10945,0.242197,1.52757
-0.342877,0.00368435,1.18728
-0.22866,0.276307,0.415482
-0.181151,0.340752,0.49432
-0.200019,0.325364,0.54752
-0.168331,0.326034,0.459602
0.193472,-0.491706,0.996327
0.205506,-0.387045,0.817056
0.159181,-0.445397,0.816711
0.170595,-0.429688,0.813592
0.154322,-0.412027,0.777248
0.152194,-0.641806,1.6726
0.120354,-0.471042,1.21135
0.153467,-0.503698,1.26653
0.00250771,-0.42098,1.07954
0.218333,-0.441422,1.1106
0.267027,-0.434975,1.10059
0.248869,-0.417965,1.03296
0.207297,-0.448592,1.06018
0.248091,-0.442135,1.04466
9.16225e-05,-0.475788,0.798256
0.290857,-0.206754,1.28768
0.302112,-0.226351,1.30999
0.266577,-0.23299,1.66171
0.301629,-0.271536,1.83657
0.290066,-0.485652,1.6503
0.205143,-0.378054,1.27243
0.242867,-0.406555,1.34559
0.308452,-0.300908,1.47002
0.429349,-0.388682,1.83858
0.28879,-0.304071,1.66544
0.284429,-0.31859,1.27111
0.318744,-0.364872,1.36816
0.350159,-0.387677,1.71697
0.313631,-0.299507,1.34215
0.294828,-0.304719,1.36007
0.214335,-0.338292,1.37487
0.254354,-0.373453,1.43631
0.263313,-0.362887,1.60948
-0.28694,-0.23484,0.432667
-0.324772,-0.197406,0.446189
-0.396096,-0.293574,0.741581
-0.382977,-0.27874,0.687823
-0.300643,-0.286662,0.414088
-0.267003,-0.455872,1.20323
-0.265212,-0.524294,1.15393
-0.280585,-0.628912,1.39702
-0.257398,-0.453401,0.937391
-0.312951,-0.511055,0.963354
-0.2657,-0.444135,0.800736
-0.39541,-0.299075,0.763514
-0.436283,-0.337562,0.840608
-0.407304,-0.572075,1.42783
-0.355631,-0.469875,1.16266
-0.207821,-0.30302,0.758482
-0.364059,-0.439799,1.18085
-0.398728,-0.501217,1.28918
-0.416711,-0.488572,1.24466
-0.342078,-0.433188,1.07003
-0.405952,-0.49016,1.25689
-0.301362,-0.421788,0.996505
-0.103981,-0.450834,0.735215
-0.183629,-0.486158,0.83681
-0.157757,-0.447636,0.75516
-0.165781,-0.455853,0.768181
-0.140667,-0.511454,0.820284
-0.238035,-0.450597,0.736303
-0.265665,-0.498676,0.801762
-0.380408,-0.0707263,0.546312
-0.426359,-0.0873945,0.611546
-0.348184,-0.066087,0.412829
-0.458695,-0.0190881,0.725626
-0.517714,-0.0390682,0.856043
-1.57165,-0.242856,1.4164
-0.339738,-0.0532137,0.375457
-0.344471,-0.0571049,0.380306
-0.352017,-0.0649908,0.383651
-0.34201,-0.186764,0.479748
-0.419256,-0.214975,0.724103
-0.476055,-0.259036,0.847917
-0.357035,-0.177014,0.544757
-0.489468,-0.333768,0.932568
-0.395454,-0.214156,0.605289
-0.320792,-0.0885827,0.380595
-0.90636,-0.2957,0.863882
-0.90206,-0.296547,0.852254
-0.365987,-0.0968488,0.374199
-0.346375,-0.142578,1.58484
-0.50803,-0.168456,1.36581
-0.421958,-0.161133,1.40515
-0.506878,-0.215381,1.68453
-0.405697,-0.196441,1.49975
-0.532769,-0.206815,1.57463
-0.466462,-0.17485,1.51828
-0.568592,-0.207461,1.72647
-0.521824,-0.205269,1.65089
-0.54426,-0.16605,1.53904
-0.471594,-0.104754,1.24065
-0.360352,-0.0385995,0.760552
-0.249538,-0.45128,1.55147
-0.278858,-0.506244,1.52366
-0.223555,-0.402584,1.12067
-0.237457,-0.380396,1.50439
-0.291449,-0.479984,1.89028
-0.427502,-0.295652,0.827037
-0.552448,-0.268729,1.10209
-0.302967,-0.253093,0.957289
-0.410345,-0.270142,0.796987
-0.366739,-0.291657,0.812649
-0.454278,-0.290936,0.879731
-0.336197,-0.293831,1.60415
-0.334066,-0.292945,1.51744
-0.586193,-0.030589,1.17712
-0.463199,-0.156038,1.49761
-0.461376,-0.159099,1.53656
-0.593792,-0.173552,1.58828
-0.442409,-0.12457,2.19289
-0.364144,-0.186578,1.54364
-0.200466,-0.135899,1.34053
-0.409434,-0.117127,0.409113
-0.55475,-0.17915,0.543614
-0.58949,-0.208213,0.576388
-0.341342,-0.128697,0.481935
-0.415422,-0.248574,0.645309
-0.438678,-0.26682,0.780136
-0.313333,-0.0151714,0.345225
-0.337796,-0.0790555,0.390753
-0.305872,-0.0658789,0.335128
-0.371149,-0.00966758,0.504692
-0.245176,-0.518193,0.862163
